conversation id,Date,Status,Escalated,Escalated_2,Escalation Reason,Abandoned,Abandoned_during_VA,Abandonment by customer - flag,Abandonment_Last_Completed_Stage,Authentication by VA success flag,Authentication by VA failure reason,AHT,AHT_Bucket,MPU_AHT,Verification_AHT,Intent_Identified_1,Intent_Identified_2,Intent_Identified_3,Intent_Identified_4,Intent_Identified_5,Intent_Identified_N,Intent_Identified_1stattempt_1,Intent_Identified_1stattempt_2,Intent_Identified_1stattempt_3,Intent_Identified_1stattempt_4,Intent_Identified_1stattempt_5,Intent_Identified_1stattempt_N,MPU_Intent_Identified_Flag,MPU_Intent_Identified_1stattempt_Flag,Here_for_MPU_Flag,Out of scope intent,MPU_Eligible_flag,MPU_Case_Closure,Number of Prompts from AI,Number of Successful Prompts from AI,Missed_Utterance,Missed_Utterance_Auth,Missed_Utterance_IntentIdentification,Missed_Utterance_MPU,AI_Prompts_Auth,AI_Prompts_IntentIdentification,AI_Prompts_MPU,Handled by Agentic AI flag,Retry of authentication flag,Retry of MPU flag,Auth_Retry_Prompt,MPU_Retry_Prompt,Half_hourly_interval,Caller_Type
0653rxzaU2rSbygDoyz0e19DA,2025-09-24 10:08:02.616673 UTC,0,false,0,0,,0,,0,,,100,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
081Zc3vMah6Sx-Oajgea99_mQ,2025-09-24 10:17:34.191219 UTC,0,,0,0,,0,,0,,,104,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065WxMXq76JSiqEXqBbfMJ6aA,2025-09-24 10:19:56.042226 UTC,0,,0,0,,0,,0,,,89,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119-t3AetfmSwaYSDOu4absEw,2025-09-24 10:21:52.373016 UTC,0,,0,0,,0,,0,,,199,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103YsQjRjqxSJe2UHHPQGVvMg,2025-09-24 10:54:57.955805 UTC,0,,0,0,,0,,0,,,257,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103M-0KVNGlSwW41NkqTiTPEg,2025-09-24 11:25:24.604747 UTC,0,,0,0,,0,,0,,,171,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103IoDCcD54SCW7GiClQGoOFg,2025-09-24 11:35:52.558316 UTC,0,false,0,0,,0,,0,,,184,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035Vq3HnupTBaqT-rdXZv4ng,2025-09-24 11:59:38.687035 UTC,0,,0,0,,0,,0,,,152,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065fx3xuUhORwqU_IrnVbwgdA,2025-09-24 12:17:11.247325 UTC,0,,0,0,,0,,0,,,57,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103kEpeAV5_ReuqH3edJRVyVg,2025-09-24 12:20:38.415731 UTC,0,,0,0,,0,,0,,,15,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065d78GapPOQ0iKcdt2K-Pl9A,2025-09-24 12:26:22.036948 UTC,0,,0,0,,0,,0,,,80,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065qkFZa4jXS2Sasph2N1p4BA,2025-09-24 12:39:38.116382 UTC,0,,0,0,,0,,0,,,38,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119lPRJTiuOTNebjG_ffi1ehw,2025-09-24 12:42:15.871261 UTC,0,,0,0,,0,,0,,,49,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0810-IE19OVQ9e9-0zNIG8uKQ,2025-09-24 12:45:35.745992 UTC,0,,0,0,,0,,0,,,66,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103XwGLCWQ1QpSuNHt4NkSHUg,2025-09-24 12:50:07.128775 UTC,0,,0,0,,0,,0,,,82,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065FMtni3EDTceglQqhnQ58IA,2025-09-24 14:21:22.728664 UTC,0,,0,0,,0,,0,,,101,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103VUppsC2_QLOQHa1zVUdMjg,2025-09-24 14:26:23.355233 UTC,0,,0,0,,0,,0,,,133,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065OllD3UBBTXmmoSSyq9UixA,2025-09-24 14:29:19.447791 UTC,0,,0,0,,0,,0,,,99,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07f2c4ed-9c06-4742-8d97-f4e5ea3a6364,2025-09-24 14:34:00.895922 UTC,0,,0,0,,0,,0,,,181,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065dc2BmybmQliSelusinulRA,2025-09-24 14:35:02.146800 UTC,0,,0,0,,0,,0,,,182,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71d2b25b-d3c3-480e-8838-265278749d2f,2025-09-24 14:41:48.985552 UTC,0,,0,0,,0,,0,,,443,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10394yzTIZ4SL2dehGh6a1khg,2025-09-24 14:45:15.730961 UTC,0,,0,0,,0,,0,,,139,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103UEIap70kRryTBK2l2JMVRg,2025-09-24 14:48:02.703440 UTC,0,,0,0,,0,,0,,,107,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0813kSLvveqQ5S6gyLK0_9nsQ,2025-09-24 14:57:59.681262 UTC,0,,0,0,,0,,0,,,99,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103uULWRokHQiyssHI8mNGdIg,2025-09-24 14:59:57.683605 UTC,0,,0,0,,0,,0,,,0,0-5 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0658jCWO9_8RvGsx6PSujCopA,2025-09-24 15:26:09.993329 UTC,0,,0,0,,0,,0,,,192,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ec0c8d3-f13f-431c-b374-a0c08f35997d,2025-09-24 15:33:47.801505 UTC,0,,0,0,,0,,0,,,54,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0655tXPg69USW-vj31Zpn7jWA,2025-09-24 15:43:36.088212 UTC,0,,0,0,,0,,0,,,87,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8cf12a71-889b-40a4-8a7b-bb55d7235764,2025-09-24 15:46:44.532406 UTC,0,,0,0,,0,,0,,,21,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0656Fjz_DwsSgatFga3Cqnd5A,2025-09-24 16:04:54.486907 UTC,0,,0,0,,0,,0,,,106,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61600865-be00-4430-8205-f0ed3c34b268,2025-09-24 16:07:19.867179 UTC,0,,0,0,,0,,0,,,116,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0582f019-a78d-4e1e-86ad-6bb5b31e0d1c,2025-09-24 16:10:35.596355 UTC,0,,0,0,,0,,0,,,158,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
081K9RzuuLhSNOgJP8mOFzw7Q,2025-09-24 16:11:03.725107 UTC,0,,0,0,,0,,0,,,24,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3cfbde56-4b2e-4dfd-907a-d17a90325aa3,2025-09-24 16:13:27.431971 UTC,0,,0,0,,0,,0,,,112,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065CeAi5QOeTNaby0W9t9QElA,2025-09-24 16:32:09.019596 UTC,0,,0,0,,0,,0,,,82,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103-8xmfd4vR1CxTjMthdtgPg,2025-09-24 16:34:13.994460 UTC,0,,0,0,,0,,0,,,219,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a9defe8-8fc3-40a8-a25f-0dbbffe91da1,2025-09-24 16:35:05.605073 UTC,0,,0,0,,0,,0,,,87,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ac06872-97d6-4609-91a9-3b78296db696,2025-09-24 16:36:51.683201 UTC,0,,0,0,,0,,0,,,14,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119nFTTtG3sSbCRZkSn0ZSUkw,2025-09-24 16:39:43.802114 UTC,0,,0,0,,0,,0,,,114,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f29b2b55-c973-4796-97f1-de948d2cd16c,2025-09-24 16:39:47.362384 UTC,0,,0,0,,0,,0,,,60,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103LyIsu3YPT06fZ-ZfShkCYg,2025-09-24 16:40:52.327878 UTC,0,,0,0,,0,,0,,,70,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
081PQFz2hPaQYaEgK0xDe5-0Q,2025-09-24 16:44:40.943603 UTC,0,,0,0,,0,,0,,,137,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065wGhl6Vn_RXivJTp0ujAerA,2025-09-24 16:55:25.538714 UTC,0,,0,0,,0,,0,,,95,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0816jD-yj2dRFCMOlt8NgWBiQ,2025-09-24 17:00:07.644020 UTC,0,,0,0,,0,,0,,,104,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0814UVLsih2QHKK5AofIrJGPQ,2025-09-24 17:10:26.432162 UTC,0,,0,0,,0,,0,,,183,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dde4f43b-3eaa-4346-9716-3d12c9d116de,2025-09-24 17:54:55.186815 UTC,0,,0,0,,0,,0,,,21,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119rirL0MGwSxe8Mi9vpguzPw,2025-09-24 18:57:56.995955 UTC,0,,0,0,,0,,0,,,57,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065TzfrsOruTEq3ETx6CyxeBA,2025-09-24 18:59:57.547661 UTC,0,false,0,0,,0,,0,,,79,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198dpE3rvNQAacpixO4Cm9Nw,2025-09-24 19:07:06.010463 UTC,0,,0,0,,0,,0,,,52,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065_CJ38VQvRpmMenFcAXP3DA,2025-09-24 19:08:39.520101 UTC,0,,0,0,,0,,0,,,71,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b55e2017-e18c-430a-8451-f621d29afdc5,2025-09-24 20:11:34.676893 UTC,0,,0,0,,0,,0,,,690,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8e2fbe3-a14e-4f9b-8e38-1d450a23adee,2025-09-24 20:24:02.119301 UTC,0,,0,0,,0,,0,,,92,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10335YfAzpcRNa60RM3VOx7Cg,2025-09-24 20:27:31.072650 UTC,0,,0,0,,0,,0,,,129,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103xpWcbkGUQ92EFg9Sl0_yRg,2025-09-24 20:34:30.163655 UTC,0,,0,0,,0,,0,,,94,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
081wbRLMn1ER5-b-eeGQE8mwQ,2025-09-24 20:36:41.744892 UTC,0,,0,0,,0,,0,,,170,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1be364ed-ff0d-47cd-8a5c-e56ada49f375,2025-09-24 20:41:01.322304 UTC,0,,0,0,,0,,0,,,3,0-5 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e9e67b73-54e9-4e5a-b856-2cb17dfb7ffe,2025-09-24 20:41:09.343741 UTC,0,,0,0,,0,,0,,,2,0-5 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1cd4dbbf-443b-40c4-8211-f98ec59c1047,2025-09-24 20:41:20.926565 UTC,0,,0,0,,0,,0,,,2,0-5 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811f36c3-a578-4041-a0aa-f4070b853a8e,2025-09-24 21:03:54.748092 UTC,0,,0,0,,0,,0,,,3,0-5 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13af98d0-6041-4b94-b691-84944aac3cfd,2025-09-24 21:06:53.901195 UTC,0,,0,0,,0,,0,,,2,0-5 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c547889-6fa3-4677-8fea-94c438b1c683,2025-09-24 21:07:10.688670 UTC,0,,0,0,,0,,0,,,93,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a5268bc-cfb7-48f2-acf3-46124acd0ee5,2025-09-24 21:12:28.429747 UTC,0,,0,0,,0,,0,,,1,0-5 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb01b543-f61f-4480-a6fa-b8842b26bf37,2025-09-24 21:12:46.045314 UTC,0,,0,0,,0,,0,,,389,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fd5b1f6-a63b-4c01-aab0-6c0a976576c2,2025-09-24 21:21:41.769993 UTC,0,,0,0,,0,,0,,,80,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496a1647-38ba-432d-ba8b-adeffd125195,2025-09-24 21:30:36.874203 UTC,0,,0,0,,0,,0,,,3,0-5 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ecef95b-be77-4824-8312-ba62cf2c8257,2025-09-24 21:30:46.472318 UTC,0,,0,0,,0,,0,,,2,0-5 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2fc7188-0bf5-47cc-b475-ef2707c98397,2025-09-24 21:31:05.553175 UTC,0,,0,0,,0,,0,,,147,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119NyXNa-xaQ6e07SQMv9Ky2w,2025-09-24 21:37:57.841403 UTC,0,,0,0,,0,,0,,,70,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
081bPYYFRayRM20M7IW9gDhSQ,2025-09-24 21:39:53.480179 UTC,0,,0,0,,0,,0,,,33,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0818d_nvFQuSvywJua-92nv7Q,2025-09-24 21:46:18.621143 UTC,0,,0,0,,0,,0,,,5,0-5 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119R34xIxQtQlKO8FJQmWhDQw,2025-09-24 21:47:29.820281 UTC,0,,0,0,,0,,0,,,37,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b15bd61-3bb5-49fb-b866-5999a2cb090f,2025-09-24 21:53:12.685476 UTC,0,,0,0,,0,,0,,,62,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c17e574b-b9ed-40d2-b05b-de8fec93118a,2025-09-24 22:09:33.156475 UTC,0,,0,0,,0,,0,,,123,>120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6381a26c-f790-4dfa-8ecf-fbeda2c809f1,2025-09-24 22:12:53.142782 UTC,0,,0,0,,0,,0,,,6,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8d2417b-1059-4604-8c3b-2f5ccd58768d,2025-09-24 22:14:46.877383 UTC,0,,0,0,,0,,0,,,20,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2f4739a-a98b-45d4-81a6-1b7bb6c4ebe1,2025-09-24 22:15:26.424425 UTC,0,,0,0,,0,,0,,,58,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce63adc5-a1f3-4613-8290-9eb10917c48b,2025-09-24 22:22:52.189146 UTC,0,,0,0,,0,,0,,,19,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73177d39-65ee-41ef-8a75-ad3ac1a31652,2025-09-24 22:25:41.598504 UTC,0,,0,0,,0,,0,,,7,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8120a095-cada-4745-a11c-afd5c81de8d5,2025-09-24 22:32:10.274348 UTC,0,,0,0,,0,,0,,,8,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d0b7e73-816f-4978-95c1-6c53b932cdd6,2025-09-24 22:39:32.532182 UTC,0,,0,0,,0,,0,,,9,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677e3917-6081-4d95-a0a5-44478a0e77d1,2025-09-24 22:45:25.921277 UTC,0,,0,0,,0,,0,,,66,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0778e963-d542-4353-b7d1-607617817505,2025-09-24 22:54:30.436782 UTC,0,,0,0,,0,,0,,,27,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88f7d3ad-c783-4103-a57d-48caf73b94fb,2025-09-24 23:02:21.150918 UTC,0,,0,0,,0,,0,,,48,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2bc009e0-b0bf-444e-9b36-effbbdae7981,2025-09-24 23:05:57.544398 UTC,0,,0,0,,0,,0,,,34,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d473fe4b-bdbe-4ea2-9862-56bd47d9b999,2025-09-24 23:29:09.074264 UTC,0,,0,0,,0,,0,,,49,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6b486e0-a982-4660-86f1-ef8db565456c,2025-09-24 23:30:14.181315 UTC,0,,0,0,,0,,0,,,115,60-120 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2c3ea73-baf6-4349-a7e3-2f94645189ab,2025-09-24 23:33:36.334445 UTC,0,,0,0,,0,,0,,,37,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a60bb72f-95c5-463e-8252-bc3d002aebaf,2025-09-24 23:34:54.777618 UTC,0,,0,0,,0,,0,,,49,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181d4a0d-94f3-4fb6-8b00-712d6d0da064,2025-09-25 06:45:54.700876 UTC,0,false,0,0,,0,,0,,,39,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f098222-463f-4a83-827d-246526fc0f1b,2025-09-25 06:48:44.387037 UTC,0,false,0,0,,0,,0,,,11,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93f6ff12-98ed-4c6a-bdf7-25e1af08d4bf,2025-09-25 06:49:42.145077 UTC,0,,0,0,,0,,0,,,28,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b159bea-9c5f-4f83-9aa6-2dfac600b5b8,2025-09-25 06:50:25.660758 UTC,0,,0,0,,0,,0,,,20,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42e20701-341f-4fd7-a61c-ddd48edd379c,2025-09-25 06:50:59.693757 UTC,0,,0,0,,0,,0,,,34,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8dad37f-be38-47e4-9ba5-e420c6b222f4,2025-09-25 06:58:11.760821 UTC,0,,0,0,,0,,0,,,47,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3278150-7c13-41b6-8735-d3899d49d598,2025-09-25 07:04:39.601868 UTC,0,false,0,0,,0,,0,,,46,30-60 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88a3abd8-43e3-4694-aae3-523a66537ce3,2025-09-25 07:09:11.157563 UTC,0,false,0,0,,0,,0,,,8,5-30 sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
